100@50@1,73944e+06@100799@1,73527e+06@111727@1,67875e+06@55431,4
111@55@1,6856e+06@43324,3@1,6693e+06@28284,2@1,6609e+06@27221,9
123@61@1,71803e+06@61008,7@1,80144e+06@188467@1,75232e+06@159312
137@68@1,66616e+06@47991,5@1,65721e+06@34506,2@1,65258e+06@26258,9
152@76@1,66091e+06@31230,6@1,64544e+06@22545,8@1,65509e+06@29795,2
168@84@1,64792e+06@24506@1,65758e+06@31391,4@1,64175e+06@22571,4
187@93@1,64919e+06@39282,7@1,65171e+06@25345,5@1,64083e+06@27092,3
207@103@1,62742e+06@21909,3@1,66957e+06@77118,5@1,65868e+06@29105,3
230@115@1,64935e+06@29131,7@1,66303e+06@30139,9@1,64674e+06@25655,7
255@127@1,64536e+06@26494,9@1,67192e+06@38310,8@1,65475e+06@27798,5
283@141@1,65727e+06@45596,3@1,66569e+06@43395,8@1,65935e+06@42249,7
314@157@1,64785e+06@35789,5@1,66454e+06@35622,7@1,64013e+06@25030,8
349@174@1,6488e+06@25979,2@1,64829e+06@24440@1,64969e+06@34976,1
387@193@1,66093e+06@33833,9@1,66889e+06@30151,4@1,65271e+06@25143,1
430@215@1,6577e+06@29361@1,66804e+06@31916,6@1,65623e+06@27422,2
477@238@1,64298e+06@25560,9@1,66274e+06@25264@1,64663e+06@27013,3
529@264@1,64945e+06@43684,3@1,65759e+06@33309,8@1,64553e+06@25271,3
587@293@1,65e+06@38698,4@1,6709e+06@37872,2@1,65871e+06@27499,7
652@326@1,64233e+06@23513,9@1,67368e+06@29581,5@1,6445e+06@24557,6
723@361@1,64503e+06@20257,5@1,67296e+06@22955,6@1,65532e+06@25568
803@401@1,64797e+06@28758,4@1,66951e+06@27680,5@1,65106e+06@30791,1
891@445@1,64334e+06@25887,1@1,67565e+06@21627,3@1,67021e+06@33839,3
988@494@1,64324e+06@25100,9@1,68238e+06@24781,1@1,64123e+06@22721,3
1097@548@1,64072e+06@28343,9@1,68048e+06@23547,3@1,65896e+06@27821,7
1217@608@1,65555e+06@26060,6@1,68952e+06@22407,2@1,65453e+06@22124,1
1351@675@1,64662e+06@27089,2@1,71234e+06@30615,7@1,66021e+06@31534,5
1499@749@1,64183e+06@24690,4@1,71726e+06@23671,3@1,66305e+06@25082,3
1664@832@1,65229e+06@33567,3@1,72701e+06@33605,9@1,65665e+06@24844,3
1846@923@1,64126e+06@25505,4@1,73939e+06@30943@1,67202e+06@26969,2
2049@1024@1,64938e+06@24252,6@1,74939e+06@26154,5@1,67347e+06@27070,7
2274@1137@1,65447e+06@32818,2@1,77534e+06@25345@1,67649e+06@34763,1
2523@1261@1,65496e+06@27208,5@1,7947e+06@29776,2@1,67305e+06@29551,8
2800@1400@1,65149e+06@25091,9@1,80392e+06@27004,5@1,67814e+06@34053,8
3107@1553@1,66661e+06@35210,3@1,83328e+06@26729,6@1,7025e+06@23598,2
3448@1724@1,65542e+06@25099,1@1,85006e+06@28020,1@1,69277e+06@30507,3
3827@1913@1,67328e+06@30180,4@1,86072e+06@26600,5@1,70387e+06@26852,7
4247@2123@1,67576e+06@29546,3@1,90572e+06@38265,1@1,71617e+06@24240,9
4713@2356@1,65863e+06@21486,1@1,92922e+06@32936,9@1,75213e+06@33840,8
5230@2615@1,6815e+06@26779,5@1,95078e+06@19550,3@1,71534e+06@25221,9
5804@2902@1,68433e+06@28198,6@1,99904e+06@38302,9@1,7423e+06@20949,5
6441@3220@1,70148e+06@28579,1@2,02264e+06@33106,8@1,80005e+06@32135,8
7148@3574@1,70523e+06@27574,2@2,06461e+06@26465@1,7571e+06@29910,6
7932@3966@1,69079e+06@24499,5@2,13564e+06@38856,5@1,72411e+06@17610,6
8803@4401@1,70359e+06@19821,1@2,19509e+06@29958,1@1,8271e+06@29467,9
9769@4884@1,68129e+06@25516,7@2,25343e+06@31054,2@1,8278e+06@29584,2
10841@5420@1,74236e+06@35496,5@2,34904e+06@42183,7@1,79543e+06@28067,8
12030@6015@1,7372e+06@22469,6@2,41752e+06@37277,9@1,83217e+06@24058,7
13351@6675@1,75e+06@22899,5@2,51542e+06@34908@1,83326e+06@29261,5
14816@7408@1,76999e+06@29507,8@2,61916e+06@30465,2@1,87662e+06@23556,2
16442@8221@1,76772e+06@27826,6@2,72729e+06@29307,1@1,98309e+06@25748,5
18246@9123@1,73198e+06@32558,8@2,86362e+06@32736@1,92052e+06@28767,7
20249@10124@1,77706e+06@30002,2@3,01439e+06@27533,3@1,96897e+06@31121
22471@11235@1,81607e+06@27226,5@3,17261e+06@29162,9@2,05974e+06@37884,8
